Survey_Date,Age,Gender,Region,Industry,Job_Role,Work_Arrangement,Hours_Per_Week,Mental_Health_Status,Burnout_Level,Work_Life_Balance_Score,Physical_Health_Issues,Social_Isolation_Score,Salary_Range,
6/21/2025,24,Female,Africa,Finance,Customer Service Manager,Onsite,38,PTSD,Low,4,Back Pain; Eye Strain; Neck Pain,3,$60K-80K,
6/21/2025,34,Female,Europe,Finance,Sales Representative,Onsite,65,None,Medium,2,Back Pain; Shoulder Pain,1,$100K-120K,
6/21/2025,23,Female,Europe,Retail,IT Support,Onsite,44,ADHD,High,3,None,3,$60K-80K,
6/21/2025,65,Female,Oceania,Professional Services,IT Support,Onsite,48,Stress Disorder,High,3,Shoulder Pain,2,$80K-100K,
6/21/2025,55,Female,Asia,Professional Services,Data Scientist,Remote,49,Depression,High,4,Neck Pain,5,$100K-120K,
6/21/2025,44,Male,North America,Marketing,Marketing Specialist,Onsite,62,Burnout,Medium,3,Back Pain,2,$60K-80K,
6/21/2025,63,Male,Oceania,Manufacturing,Account Manager,Hybrid,41,None,Medium,4,Back Pain; Shoulder Pain,2,$80K-100K,
6/21/2025,62,Male,Oceania,Professional Services,Sales Representative,Hybrid,53,Stress Disorder,Medium,5,Shoulder Pain,1,$60K-80K,
6/21/2025,49,Male,South America,Professional Services,Consultant,Onsite,59,None,Low,4,Back Pain; Eye Strain; Neck Pain,4,$80K-100K,
6/21/2025,43,Female,Europe,Manufacturing,DevOps Engineer,Remote,47,Depression,High,5,Back Pain; Eye Strain; Neck Pain; Wrist Pain,3,$80K-100K,
6/21/2025,43,Male,Oceania,Marketing,Data Scientist,Hybrid,61,None,High,3,Shoulder Pain,3,$80K-100K,
6/21/2025,39,Female,Africa,Technology,DevOps Engineer,Onsite,46,Stress Disorder,Low,4,Back Pain; Eye Strain; Wrist Pain,2,$60K-80K,
6/21/2025,65,Male,Europe,Finance,UX Designer,Remote,40,PTSD,Low,5,Shoulder Pain; Eye Strain,5,$80K-100K,
6/21/2025,45,Male,Oceania,Professional Services,Account Manager,Onsite,35,ADHD,Low,1,Eye Strain,2,$80K-100K,
6/21/2025,48,Female,Asia,Retail,Data Scientist,Hybrid,56,ADHD,Low,1,None,1,$100K-120K,
6/21/2025,52,Female,South America,Manufacturing,UX Designer,Hybrid,50,Depression,Medium,1,Eye Strain,5,$60K-80K,
6/21/2025,40,Male,Europe,Professional Services,Business Analyst,Onsite,38,Stress Disorder,Medium,1,Shoulder Pain; Neck Pain,3,$40K-60K,
6/21/2025,60,Male,Oceania,Education,Consultant,Onsite,60,Burnout,Low,4,None,2,$60K-80K,
6/21/2025,30,Male,North America,Finance,IT Support,Hybrid,43,Depression,High,2,Shoulder Pain; Eye Strain,1,$60K-80K,
6/21/2025,29,Female,Europe,Manufacturing,Data Analyst,Onsite,58,Depression,Medium,2,Back Pain; Eye Strain; Neck Pain,3,$80K-100K,
6/21/2025,62,Female,Africa,Education,Operations Manager,Onsite,48,Burnout,Medium,5,Shoulder Pain; Wrist Pain,2,$60K-80K,
6/21/2025,64,Female,North America,Professional Services,Content Writer,Onsite,64,ADHD,High,2,Back Pain; Shoulder Pain; Eye Strain,2,$80K-100K,
6/21/2025,64,Male,Africa,Manufacturing,Marketing Specialist,Remote,37,None,High,4,Eye Strain,5,$60K-80K,
6/21/2025,53,Female,Oceania,Healthcare,Marketing Specialist,Remote,39,Anxiety,High,3,Shoulder Pain; Eye Strain,5,$80K-100K,
6/21/2025,57,Female,Africa,Customer Service,Financial Analyst,Onsite,55,ADHD,Low,3,Eye Strain,1,$40K-60K,
6/21/2025,41,Male,Europe,Healthcare,Quality Assurance,Remote,58,Anxiety,High,3,Back Pain; Neck Pain,4,$120K+,
6/21/2025,27,Male,Europe,Professional Services,IT Support,Hybrid,47,Depression,High,5,Back Pain; Shoulder Pain; Neck Pain,2,$100K-120K,
6/21/2025,48,Male,Asia,Manufacturing,Quality Assurance,Onsite,59,Burnout,Medium,4,Back Pain; Shoulder Pain,3,$100K-120K,
6/21/2025,33,Male,North America,Technology,Marketing Specialist,Hybrid,38,Stress Disorder,Low,2,Back Pain,3,$60K-80K,
6/21/2025,47,Female,Oceania,Professional Services,Customer Service Manager,Onsite,58,Burnout,Medium,1,Back Pain; Neck Pain,1,$80K-100K,
6/21/2025,42,Male,Asia,Retail,Operations Manager,Onsite,60,None,Medium,3,Eye Strain,1,$80K-100K,
6/21/2025,58,Non-binary,South America,Professional Services,UX Designer,Onsite,40,Anxiety,Low,5,Back Pain,2,$60K-80K,
6/21/2025,47,Female,Oceania,Professional Services,Digital Marketing Specialist,Onsite,62,Stress Disorder,Low,1,Back Pain; Shoulder Pain; Eye Strain,2,$100K-120K,
6/21/2025,55,Female,Oceania,Marketing,Project Manager,Onsite,48,Anxiety,Low,2,Shoulder Pain; Neck Pain; Wrist Pain,3,$100K-120K,
6/21/2025,32,Female,South America,Professional Services,Operations Manager,Onsite,35,Stress Disorder,Medium,3,Back Pain; Eye Strain,2,$80K-100K,
6/21/2025,64,Female,South America,Technology,Marketing Specialist,Hybrid,37,Anxiety,Medium,3,Back Pain; Eye Strain,4,$60K-80K,
6/21/2025,39,Female,Oceania,Marketing,Customer Service Manager,Onsite,51,None,Low,3,None,2,$100K-120K,
6/21/2025,27,Male,Europe,Marketing,Quality Assurance,Onsite,38,ADHD,Medium,5,Back Pain,3,$120K+,
6/21/2025,45,Female,Asia,Finance,DevOps Engineer,Onsite,63,None,Medium,4,None,4,$120K+,
6/21/2025,60,Female,Asia,Professional Services,HR Manager,Hybrid,45,Burnout,High,3,Back Pain; Neck Pain,4,$100K-120K,
6/21/2025,52,Female,North America,Marketing,Consultant,Onsite,46,Stress Disorder,High,4,Back Pain; Shoulder Pain,2,$40K-60K,
6/21/2025,29,Male,Europe,Healthcare,Content Writer,Onsite,39,Burnout,High,3,Neck Pain,1,$80K-100K,
6/21/2025,23,Male,Asia,Customer Service,Data Analyst,Hybrid,58,PTSD,Medium,2,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,3,$100K-120K,
6/21/2025,34,Male,South America,Manufacturing,DevOps Engineer,Hybrid,53,ADHD,Low,2,Back Pain,4,$100K-120K,
6/21/2025,34,Female,North America,Marketing,HR Manager,Hybrid,39,Depression,High,3,Back Pain; Shoulder Pain,3,$40K-60K,
6/21/2025,45,Female,South America,Technology,HR Manager,Remote,64,Anxiety,High,1,Eye Strain; Wrist Pain,4,$40K-60K,
6/21/2025,30,Female,South America,Technology,DevOps Engineer,Hybrid,44,Stress Disorder,High,3,Back Pain,3,$100K-120K,
6/21/2025,22,Female,Europe,Healthcare,Account Manager,Remote,64,PTSD,Medium,3,Shoulder Pain,4,$60K-80K,
6/21/2025,44,Female,Oceania,Professional Services,Digital Marketing Specialist,Onsite,43,PTSD,Medium,2,None,4,$40K-60K,
6/21/2025,62,Male,South America,Marketing,Consultant,Onsite,38,ADHD,Medium,4,Shoulder Pain; Neck Pain; Wrist Pain,1,$60K-80K,
6/21/2025,36,Female,Europe,Professional Services,Sales Representative,Onsite,38,Burnout,High,2,Back Pain; Shoulder Pain,3,$60K-80K,
6/21/2025,23,Male,North America,Technology,HR Manager,Hybrid,55,Burnout,High,3,Back Pain; Shoulder Pain; Eye Strain,4,$100K-120K,
6/21/2025,48,Female,Oceania,Education,Software Engineer,Onsite,46,Anxiety,Medium,2,Shoulder Pain,2,$100K-120K,
6/21/2025,36,Male,Europe,Healthcare,Account Manager,Onsite,38,None,Low,1,Back Pain; Neck Pain,2,$80K-100K,
6/21/2025,46,Female,North America,Retail,Technical Writer,Remote,55,None,Low,3,Wrist Pain,4,$60K-80K,
6/21/2025,46,Male,Africa,Professional Services,Business Analyst,Remote,36,Anxiety,High,4,Back Pain; Eye Strain,2,$60K-80K,
6/21/2025,44,Female,Africa,Manufacturing,IT Support,Onsite,48,Burnout,Medium,3,Back Pain,4,$80K-100K,
6/21/2025,42,Female,Asia,Technology,Research Scientist,Onsite,43,Burnout,Medium,3,Shoulder Pain; Wrist Pain,2,$100K-120K,
6/21/2025,37,Male,Oceania,Technology,Content Writer,Remote,43,Burnout,Low,3,Shoulder Pain; Eye Strain,4,$100K-120K,
6/21/2025,25,Female,Africa,Finance,Consultant,Remote,47,Depression,High,4,Back Pain; Eye Strain,4,$80K-100K,
6/21/2025,56,Female,North America,Professional Services,Content Writer,Hybrid,57,Depression,High,2,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,4,$40K-60K,
6/21/2025,46,Male,Asia,Education,Research Scientist,Onsite,49,None,Low,3,Eye Strain; Wrist Pain,1,$60K-80K,
6/21/2025,61,Female,Africa,Technology,Research Scientist,Onsite,39,PTSD,Medium,3,Neck Pain; Wrist Pain,3,$80K-100K,
6/21/2025,39,Male,Africa,Healthcare,Sales Representative,Hybrid,35,PTSD,High,3,Shoulder Pain; Wrist Pain,3,$120K+,
6/21/2025,62,Female,South America,Marketing,Project Manager,Onsite,54,Stress Disorder,Medium,2,Back Pain; Shoulder Pain; Neck Pain,3,$40K-60K,
6/21/2025,34,Female,Asia,Professional Services,Operations Manager,Onsite,40,ADHD,Low,3,Shoulder Pain,2,$80K-100K,
6/21/2025,40,Male,Asia,Professional Services,Quality Assurance,Hybrid,54,Anxiety,High,3,Shoulder Pain,2,$40K-60K,
6/21/2025,36,Male,South America,Professional Services,DevOps Engineer,Onsite,48,PTSD,Medium,3,Back Pain; Neck Pain,1,$100K-120K,
6/21/2025,55,Male,South America,Education,Account Manager,Hybrid,38,None,High,2,Eye Strain,4,$80K-100K,
6/21/2025,46,Male,North America,Marketing,Executive Assistant,Onsite,62,ADHD,Medium,3,Eye Strain,1,$60K-80K,
6/21/2025,45,Female,Africa,Finance,Quality Assurance,Hybrid,45,ADHD,Medium,3,Back Pain; Shoulder Pain; Eye Strain,1,$60K-80K,
6/21/2025,45,Male,Asia,Technology,DevOps Engineer,Hybrid,58,PTSD,High,4,Back Pain; Eye Strain,5,$120K+,
6/21/2025,25,Female,Africa,Finance,DevOps Engineer,Onsite,43,PTSD,Medium,5,Back Pain; Eye Strain; Neck Pain,2,$60K-80K,
6/21/2025,42,Male,North America,Manufacturing,Sales Representative,Remote,50,Anxiety,High,5,Back Pain; Wrist Pain,5,$80K-100K,
6/21/2025,32,Non-binary,Oceania,Finance,Software Engineer,Onsite,36,Anxiety,High,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,3,$80K-100K,
6/21/2025,24,Male,Africa,Technology,Product Manager,Onsite,60,Stress Disorder,High,1,Back Pain; Wrist Pain,3,$40K-60K,
6/21/2025,54,Female,Africa,Technology,Data Analyst,Hybrid,42,None,High,2,Back Pain,2,$60K-80K,
6/21/2025,49,Female,Europe,Customer Service,Product Manager,Onsite,52,Stress Disorder,Medium,3,Shoulder Pain,2,$80K-100K,
6/21/2025,23,Female,North America,Technology,HR Manager,Onsite,36,None,Medium,5,Back Pain; Shoulder Pain; Eye Strain,4,$60K-80K,
6/21/2025,40,Male,Africa,Technology,Technical Writer,Remote,45,PTSD,High,4,Back Pain,1,$60K-80K,
6/21/2025,33,Male,Africa,Professional Services,Quality Assurance,Hybrid,58,Depression,High,4,None,3,$60K-80K,
6/21/2025,28,Male,Europe,Finance,HR Manager,Onsite,37,Anxiety,Medium,5,Eye Strain,2,$40K-60K,
6/21/2025,28,Male,Oceania,Customer Service,Project Manager,Onsite,49,ADHD,Low,2,Back Pain; Eye Strain; Neck Pain,2,$120K+,
6/21/2025,27,Female,Africa,Professional Services,Technical Writer,Onsite,59,None,Medium,4,Back Pain,3,$40K-60K,
6/21/2025,45,Female,Oceania,Manufacturing,Technical Writer,Onsite,40,None,Medium,3,Eye Strain,4,$60K-80K,
6/21/2025,40,Female,Asia,Retail,Sales Representative,Onsite,55,Burnout,Low,5,Eye Strain,3,$100K-120K,
6/21/2025,44,Male,Europe,Professional Services,Content Writer,Onsite,47,Depression,Medium,3,None,1,$60K-80K,
6/21/2025,52,Male,South America,Education,Social Media Manager,Hybrid,35,Depression,Low,4,Back Pain; Shoulder Pain; Eye Strain,1,$60K-80K,
6/21/2025,25,Male,Europe,Professional Services,Project Manager,Hybrid,45,PTSD,High,5,Back Pain; Shoulder Pain,5,$60K-80K,
6/21/2025,47,Female,North America,Customer Service,Data Analyst,Remote,38,Stress Disorder,Medium,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,4,$60K-80K,
6/21/2025,46,Male,South America,Finance,HR Manager,Onsite,64,Depression,Medium,1,Shoulder Pain; Eye Strain,2,$40K-60K,
6/21/2025,50,Male,Africa,Professional Services,Consultant,Onsite,65,Anxiety,Medium,5,Back Pain; Shoulder Pain,1,$40K-60K,
6/21/2025,50,Female,Asia,Professional Services,Executive Assistant,Hybrid,55,PTSD,Medium,3,Back Pain; Shoulder Pain,3,$60K-80K,
6/21/2025,38,Male,Oceania,Technology,Marketing Specialist,Onsite,60,None,Medium,3,Shoulder Pain,2,$40K-60K,
6/21/2025,43,Male,Africa,Education,Consultant,Onsite,52,Stress Disorder,High,2,None,3,$80K-100K,
6/21/2025,22,Male,Asia,Professional Services,Operations Manager,Hybrid,60,None,Medium,3,Back Pain; Eye Strain,2,$80K-100K,
6/21/2025,54,Female,Europe,Professional Services,HR Manager,Onsite,36,None,High,3,Shoulder Pain; Neck Pain,2,$60K-80K,
6/21/2025,36,Male,North America,Retail,Product Manager,Hybrid,37,PTSD,High,4,Back Pain; Shoulder Pain,1,$40K-60K,
6/21/2025,44,Female,Asia,Healthcare,Data Analyst,Remote,57,Anxiety,High,5,Eye Strain,3,$80K-100K,
6/21/2025,58,Female,Africa,Technology,Sales Representative,Onsite,49,PTSD,Low,5,Back Pain,1,$60K-80K,
6/21/2025,44,Male,Africa,Technology,Research Scientist,Remote,39,Anxiety,High,4,Eye Strain,4,$60K-80K,
6/21/2025,65,Female,Europe,Professional Services,Digital Marketing Specialist,Hybrid,65,None,High,3,Back Pain; Shoulder Pain,2,$80K-100K,
6/21/2025,46,Male,Africa,Professional Services,Customer Service Manager,Onsite,46,None,Low,3,Shoulder Pain; Eye Strain,1,$100K-120K,
6/21/2025,29,Male,South America,Technology,Project Manager,Hybrid,63,None,Medium,4,Eye Strain; Wrist Pain,2,$120K+,
6/21/2025,63,Female,Europe,Finance,Customer Service Manager,Hybrid,44,Anxiety,Medium,5,Back Pain; Shoulder Pain,2,$40K-60K,
6/21/2025,53,Female,Europe,Technology,Business Analyst,Remote,41,Burnout,Low,5,Back Pain; Eye Strain; Neck Pain,3,$80K-100K,
6/21/2025,35,Male,North America,Manufacturing,Business Analyst,Remote,42,PTSD,Medium,2,Back Pain; Eye Strain; Wrist Pain,5,$60K-80K,
6/21/2025,57,Male,North America,Professional Services,Content Writer,Onsite,59,Burnout,High,2,Back Pain; Eye Strain; Wrist Pain,1,$40K-60K,
6/21/2025,40,Male,Africa,Healthcare,Digital Marketing Specialist,Onsite,45,Burnout,Low,3,None,2,$60K-80K,
6/21/2025,61,Male,Africa,Professional Services,Technical Writer,Onsite,45,Burnout,Medium,4,Eye Strain; Neck Pain,4,$40K-60K,
6/21/2025,49,Male,Oceania,Education,Sales Representative,Hybrid,56,PTSD,Low,2,Back Pain; Shoulder Pain; Eye Strain,1,$40K-60K,
6/21/2025,44,Female,South America,Professional Services,Research Scientist,Onsite,36,ADHD,Medium,2,Back Pain,3,$60K-80K,
6/21/2025,62,Male,Europe,Customer Service,Digital Marketing Specialist,Onsite,46,Stress Disorder,Medium,5,Back Pain; Eye Strain,1,$40K-60K,
6/21/2025,32,Female,Africa,Finance,Financial Analyst,Hybrid,43,None,Medium,3,Back Pain; Shoulder Pain; Eye Strain,2,$100K-120K,
6/22/2025,52,Male,Europe,Manufacturing,Operations Manager,Hybrid,44,PTSD,Low,1,Back Pain; Shoulder Pain; Eye Strain,2,$60K-80K,
6/22/2025,46,Male,South America,Education,Software Engineer,Onsite,56,Anxiety,Medium,2,Shoulder Pain,3,$100K-120K,
6/22/2025,29,Female,Europe,Finance,Quality Assurance,Onsite,48,Stress Disorder,Medium,3,Shoulder Pain,4,$40K-60K,
6/22/2025,40,Male,Oceania,Professional Services,Quality Assurance,Onsite,48,Depression,High,3,None,4,$60K-80K,
6/22/2025,60,Female,Europe,Technology,Marketing Specialist,Remote,44,Anxiety,Medium,3,Back Pain; Shoulder Pain,2,$60K-80K,
6/22/2025,27,Male,Africa,Professional Services,Quality Assurance,Onsite,37,None,Medium,3,Back Pain; Shoulder Pain,2,$40K-60K,
6/22/2025,59,Female,North America,Marketing,Digital Marketing Specialist,Onsite,55,Depression,Medium,3,Shoulder Pain; Neck Pain,2,$100K-120K,
6/22/2025,23,Male,Asia,Professional Services,HR Manager,Onsite,54,Anxiety,Low,1,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,2,$100K-120K,
6/22/2025,27,Female,South America,Professional Services,Research Scientist,Remote,60,Depression,High,4,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,5,$80K-100K,
6/22/2025,34,Female,Europe,Healthcare,Sales Representative,Onsite,64,ADHD,Medium,5,Shoulder Pain; Neck Pain,1,$80K-100K,
6/22/2025,37,Female,Europe,Professional Services,Data Scientist,Onsite,58,Stress Disorder,Medium,3,Shoulder Pain; Eye Strain,1,$100K-120K,
6/22/2025,54,Non-binary,Oceania,Manufacturing,Customer Service Manager,Onsite,64,Burnout,High,1,Shoulder Pain,3,$60K-80K,
6/22/2025,27,Female,North America,Education,Customer Service Manager,Hybrid,60,ADHD,Low,3,Shoulder Pain,4,$60K-80K,
6/22/2025,24,Female,North America,Manufacturing,HR Manager,Onsite,55,Burnout,High,4,Eye Strain,1,$100K-120K,
6/22/2025,65,Female,North America,Education,Social Media Manager,Onsite,55,None,High,3,Back Pain; Eye Strain,1,$80K-100K,
6/22/2025,53,Female,South America,Finance,Data Analyst,Onsite,54,ADHD,Medium,3,Back Pain; Eye Strain,3,$60K-80K,
6/22/2025,53,Female,North America,Professional Services,Project Manager,Remote,51,Stress Disorder,High,5,Back Pain; Neck Pain,2,$120K+,
6/22/2025,51,Female,North America,Retail,Sales Representative,Remote,49,PTSD,Low,4,Back Pain; Shoulder Pain; Wrist Pain,3,$80K-100K,
6/22/2025,30,Male,Asia,Professional Services,Data Scientist,Hybrid,56,Anxiety,Medium,3,None,2,$100K-120K,
6/22/2025,61,Male,Asia,Education,Data Analyst,Onsite,63,None,Low,2,Back Pain; Shoulder Pain; Eye Strain,3,$120K+,
6/22/2025,25,Male,Africa,Professional Services,Consultant,Hybrid,40,None,High,3,None,3,$60K-80K,
6/22/2025,31,Male,Africa,Finance,IT Support,Remote,53,Depression,Medium,5,Back Pain; Shoulder Pain,4,$60K-80K,
6/22/2025,25,Female,Oceania,Healthcare,Software Engineer,Onsite,38,ADHD,Low,2,Shoulder Pain; Neck Pain,1,$100K-120K,
6/22/2025,25,Male,Europe,Marketing,Executive Assistant,Onsite,35,Stress Disorder,Medium,4,Back Pain,1,$80K-100K,
6/22/2025,55,Male,Oceania,Technology,Sales Representative,Remote,53,Depression,High,3,None,3,$40K-60K,
6/22/2025,42,Male,South America,Technology,Operations Manager,Onsite,51,PTSD,Medium,4,Shoulder Pain,3,$80K-100K,
6/22/2025,63,Male,Europe,Manufacturing,Research Scientist,Onsite,49,None,Medium,4,Shoulder Pain,1,$80K-100K,
6/22/2025,43,Female,Asia,Professional Services,DevOps Engineer,Onsite,60,Depression,High,5,Neck Pain; Wrist Pain,4,$100K-120K,
6/22/2025,45,Female,South America,Professional Services,Digital Marketing Specialist,Onsite,43,Stress Disorder,High,3,Back Pain; Shoulder Pain; Eye Strain,2,$100K-120K,
6/22/2025,22,Male,Africa,Healthcare,Account Manager,Onsite,59,Burnout,Medium,5,Shoulder Pain,2,$80K-100K,
6/22/2025,58,Female,North America,Technology,IT Support,Hybrid,50,Anxiety,Medium,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K,
6/22/2025,26,Male,Africa,Technology,Software Engineer,Hybrid,65,PTSD,Low,4,None,2,$100K-120K,
6/22/2025,33,Female,Asia,Manufacturing,HR Manager,Onsite,50,Depression,Low,4,Back Pain; Shoulder Pain; Wrist Pain,1,$40K-60K,
6/22/2025,32,Female,Europe,Professional Services,Software Engineer,Onsite,46,None,Medium,3,None,2,$80K-100K,
6/22/2025,28,Female,Asia,Technology,Content Writer,Hybrid,41,Depression,High,4,None,3,$120K+,
6/22/2025,49,Female,North America,Technology,HR Manager,Hybrid,49,Anxiety,Low,3,Eye Strain,2,$80K-100K,
6/22/2025,52,Male,Oceania,Technology,Financial Analyst,Onsite,54,Burnout,Low,2,Shoulder Pain; Eye Strain,2,$60K-80K,
6/22/2025,22,Male,South America,Education,Data Analyst,Onsite,61,Burnout,Medium,2,Back Pain; Eye Strain,4,$100K-120K,
6/22/2025,42,Male,South America,Healthcare,IT Support,Hybrid,58,None,Medium,4,Back Pain; Wrist Pain,3,$80K-100K,
6/22/2025,63,Male,North America,Technology,Quality Assurance,Hybrid,43,PTSD,High,2,Back Pain,1,$40K-60K,
6/22/2025,25,Female,Oceania,Technology,Customer Service Manager,Remote,50,None,Medium,5,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$40K-60K,
6/22/2025,27,Prefer not to say,Africa,Healthcare,Consultant,Hybrid,62,None,Medium,4,Back Pain; Shoulder Pain; Eye Strain,3,$100K-120K,
6/22/2025,63,Female,Oceania,Finance,Operations Manager,Remote,36,None,High,5,Shoulder Pain,3,$40K-60K,
6/22/2025,45,Female,Oceania,Retail,Customer Service Manager,Onsite,54,PTSD,High,1,Shoulder Pain; Wrist Pain,1,$120K+,
6/22/2025,56,Female,Asia,Healthcare,Content Writer,Hybrid,62,Stress Disorder,Medium,5,Shoulder Pain; Eye Strain,3,$60K-80K,
6/22/2025,53,Female,Europe,Finance,DevOps Engineer,Onsite,48,None,Low,5,Shoulder Pain; Wrist Pain,2,$100K-120K,
6/22/2025,60,Male,Oceania,Technology,Data Analyst,Onsite,56,None,Medium,1,Back Pain; Eye Strain,2,$80K-100K,
6/22/2025,53,Female,Africa,Healthcare,Data Scientist,Onsite,35,Anxiety,High,4,Back Pain; Eye Strain; Wrist Pain,1,$60K-80K,
6/22/2025,61,Female,South America,Manufacturing,Project Manager,Remote,62,PTSD,Medium,3,Neck Pain,2,$80K-100K,
6/22/2025,47,Male,Asia,Education,Digital Marketing Specialist,Hybrid,48,None,High,4,Shoulder Pain; Eye Strain,3,$100K-120K,
6/22/2025,44,Male,South America,Professional Services,UX Designer,Hybrid,35,Stress Disorder,Medium,4,None,1,$60K-80K,
6/22/2025,38,Male,Oceania,Education,DevOps Engineer,Onsite,57,Burnout,Medium,4,Back Pain; Shoulder Pain; Eye Strain,2,$120K+,
6/22/2025,65,Female,Europe,Technology,HR Manager,Remote,47,None,High,2,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,2,$60K-80K,
6/22/2025,24,Male,Asia,Healthcare,Financial Analyst,Onsite,55,None,Low,2,Neck Pain,2,$60K-80K,
6/22/2025,63,Female,Asia,Technology,Software Engineer,Onsite,38,PTSD,High,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,1,$100K-120K,
6/22/2025,53,Female,Asia,Marketing,Financial Analyst,Remote,52,ADHD,High,3,Eye Strain; Wrist Pain,3,$120K+,
6/22/2025,63,Male,South America,Professional Services,Customer Service Manager,Hybrid,46,None,Medium,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$80K-100K,
6/22/2025,44,Male,Europe,Education,IT Support,Hybrid,36,None,High,2,Shoulder Pain,3,$60K-80K,
6/22/2025,37,Female,Oceania,Finance,DevOps Engineer,Hybrid,62,Burnout,High,4,None,3,$80K-100K,
6/22/2025,54,Male,Europe,Education,Digital Marketing Specialist,Hybrid,65,Anxiety,Medium,1,Shoulder Pain,3,$100K-120K,
6/22/2025,42,Male,Asia,Education,Project Manager,Onsite,51,Anxiety,Medium,3,Shoulder Pain,3,$120K+,
6/22/2025,47,Female,Africa,Customer Service,Business Analyst,Onsite,53,PTSD,Low,1,Shoulder Pain,4,$60K-80K,
6/22/2025,59,Female,Oceania,Finance,Product Manager,Hybrid,60,Depression,Medium,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,4,$60K-80K,
6/22/2025,61,Male,Africa,Technology,Data Scientist,Hybrid,50,Anxiety,Medium,1,Back Pain; Eye Strain,4,$80K-100K,
6/22/2025,51,Female,South America,Technology,Data Analyst,Remote,42,Burnout,Medium,2,Back Pain; Shoulder Pain; Eye Strain,4,$60K-80K,
6/22/2025,40,Female,North America,Education,Customer Service Manager,Remote,37,Burnout,Medium,2,Wrist Pain,4,$40K-60K,
6/22/2025,59,Female,North America,Professional Services,IT Support,Onsite,48,Depression,High,4,Back Pain; Shoulder Pain; Neck Pain,2,$60K-80K,
6/22/2025,44,Female,South America,Professional Services,Data Analyst,Onsite,53,None,High,1,Back Pain; Shoulder Pain; Wrist Pain,1,$60K-80K,
6/22/2025,48,Non-binary,North America,Technology,Research Scientist,Hybrid,44,Stress Disorder,Medium,3,Back Pain,3,$80K-100K,
6/22/2025,50,Female,Europe,Education,Social Media Manager,Onsite,43,Depression,High,5,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,1,$40K-60K,
6/22/2025,60,Female,Europe,Technology,Operations Manager,Hybrid,44,Depression,High,5,Back Pain,3,$80K-100K,
6/22/2025,43,Male,Europe,Professional Services,Technical Writer,Hybrid,42,ADHD,Medium,3,Eye Strain; Neck Pain,2,$80K-100K,
6/22/2025,50,Male,Europe,Education,Business Analyst,Hybrid,42,Depression,Medium,2,Back Pain; Shoulder Pain,4,$40K-60K,
6/22/2025,23,Female,Asia,Healthcare,Operations Manager,Hybrid,41,Burnout,High,5,Back Pain; Shoulder Pain; Wrist Pain,1,$60K-80K,
6/22/2025,42,Male,Oceania,Retail,Operations Manager,Remote,51,None,Medium,3,Eye Strain,4,$40K-60K,
6/22/2025,37,Prefer not to say,Oceania,Technology,Account Manager,Hybrid,42,None,High,1,Back Pain; Shoulder Pain; Eye Strain,4,$40K-60K,
6/22/2025,31,Female,Asia,Technology,Social Media Manager,Onsite,47,Burnout,Medium,3,Shoulder Pain; Eye Strain,1,$80K-100K,
6/22/2025,52,Female,Asia,Education,UX Designer,Hybrid,54,None,Medium,4,Back Pain; Wrist Pain,4,$60K-80K,
6/22/2025,54,Female,Oceania,Education,Research Scientist,Onsite,49,Anxiety,Medium,3,Shoulder Pain,2,$40K-60K,
6/22/2025,22,Male,Africa,Technology,Marketing Specialist,Hybrid,51,PTSD,High,3,Shoulder Pain,3,$60K-80K,
6/22/2025,43,Male,Europe,Healthcare,DevOps Engineer,Onsite,49,Burnout,Low,2,Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K,
6/22/2025,32,Male,Oceania,Professional Services,Digital Marketing Specialist,Onsite,57,PTSD,High,4,Neck Pain,4,$40K-60K,
6/22/2025,33,Female,Oceania,Technology,Sales Representative,Hybrid,43,ADHD,Medium,4,Shoulder Pain; Eye Strain,2,$80K-100K,
6/22/2025,32,Non-binary,Asia,Professional Services,UX Designer,Onsite,42,None,Medium,3,Eye Strain; Neck Pain,2,$100K-120K,
6/22/2025,26,Male,Europe,Manufacturing,Content Writer,Remote,41,Depression,Medium,3,Shoulder Pain; Eye Strain; Neck Pain,3,$100K-120K,
6/22/2025,45,Prefer not to say,Asia,Technology,Quality Assurance,Onsite,58,None,High,3,Shoulder Pain,2,$80K-100K,
6/22/2025,64,Female,Africa,Customer Service,Operations Manager,Hybrid,51,None,High,5,Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K,
6/22/2025,57,Female,Africa,Professional Services,IT Support,Onsite,55,Burnout,Low,1,Shoulder Pain; Eye Strain,2,$40K-60K,
